"Before importing CSV, delete initial column and rows above the CSVHEADER row","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
REQUIRED,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
DATA TYPE,string,string,integer,string,string,string,string,string,date,string,string,string,string,date,string,string,string,date,string,string,string,string,string,string,string,string,string,float,string,string,string,string,float,string,float,string,string,string,float,string,string,string,float,date
REPEATABLE FIELD?,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
REPEATING FIELD GROUP,"","","","","","","","","",transportTrackingNumberGroupList < transportTrackingNumberGroup,transportTrackingNumberGroupList < transportTrackingNumberGroup,"","","","","","","","",courierGroupList < courierGroup,courierGroupList < courierGroup,courierGroupList < courierGroup,"","","","","","","","","","","","","","",additionalCostsGroupList < additionalCostsGroup,additionalCostsGroupList < additionalCostsGroup,additionalCostsGroupList < additionalCostsGroup,shippingQuoteGroupList < shippingQuoteGroup,shippingQuoteGroupList < shippingQuoteGroup,shippingQuoteGroupList < shippingQuoteGroup,shippingQuoteGroupList < shippingQuoteGroup,shippingQuoteGroupList < shippingQuoteGroup
VALUE SOURCE TYPE,na,optionlist,na,authority,authority,authority,na,authority,na,na,na,authority,authority,na,na,authority,authority,na,na,authority,authority,na,na,vocabulary,vocabulary,vocabulary,vocabulary,na,authority,authority,authority,vocabulary,na,vocabulary,na,na,vocabulary,vocabulary,na,authority,authority,vocabulary,na,na
VALUE SOURCE,"","LOFO freight, cargo aircraft, combi aircraft, common carrier, exclusive-use truck, expedited use freight, mail, non-commercial carrier, ocean freight, passenger aircraft, shuttle service","",person/local,organization/local,person/local,"",person/local,"","","",organization/local,place/local,"","",place/local,organization/local,"","",person/local,organization/local,"","",transportcosttype,transportresponsibleparty,transportresponsibleparty,currency,"",person/local,organization/local,person/local,currency,"",currency,"","",transportadditionalcosttype,currency,"",person/local,organization/local,currency,"",""
CSVHEADER,transportReferenceNumber,transportMethod,numberOfCrates,transporterPerson,transporterOrganization,transporterContact,transporterContactNumber,transportAuthorizer,transportAuthorizationDate,transportTrackingNumber,transportTrackingNumberNote,departurePointOrganization,departurePointPlace,transportDepartureDate,transportDepartureTime,destinationPlace,destinationOrganization,transportArrivalDate,transportArrivalTime,courierPerson,courierOrganization,courierContactNumber,transportRemarks,transportCostType,transportCostResponsibleParty,insuranceCostResponsibleParty,finalShippingCostCurrency,finalShippingCostValue,customsBrokerPerson,customsBrokerOrganization,customsBrokerContact,customsDeclaredValueCurrency,customsDeclaredValueAmount,customsFeeCurrency,customsFeeValue,customsFeeNote,additionalCostsType,additionalCostsCurrency,additionalCostsValue,shippingQuoteProviderPerson,shippingQuoteProviderOrganization,shippingQuoteCurrency,shippingQuoteValue,shippingQuoteDate
