fullname,namespace,field,in_core?,in_anthro?,in_bonsai?,in_botgarden?,in_fcart?,in_herbarium?,in_lhmc?,in_materials?,in_ohc?,in_publicart?
ns2:media_common:value,ns2:media_common,value,y,y,y,y,y,y,y,,y,
ns2:media_common:valueDate,ns2:media_common,valueDate,y,y,y,y,y,y,y,,y,
ns2:media_common:valueQualifier,ns2:media_common,valueQualifier,y,y,y,y,y,y,y,,y,
ns2:media_materials:publishTo,ns2:media_materials,publishTo,,,,,,,,y,,
ns2:media_publicart:publicartRightsHolder,ns2:media_publicart,publicartRightsHolder,,,,,,,,,,y
ns2:media_publicart:publishTo,ns2:media_publicart,publishTo,,,,,,,,,,y
ns2:movements_botgarden:labelCount,ns2:movements_botgarden,labelCount,,,,y,,,,,,
ns2:movements_botgarden:labelRequested,ns2:movements_botgarden,labelRequested,,,,y,,,,,,
ns2:movements_botgarden:labelSize,ns2:movements_botgarden,labelSize,,,,y,,,,,,
ns2:movements_botgarden:labelStandType,ns2:movements_botgarden,labelStandType,,,,y,,,,,,
ns2:movements_common:currentLocation,ns2:movements_common,currentLocation,y,y,y,y,y,y,y,y,y,y
ns2:movements_common:currentLocationFitness,ns2:movements_common,currentLocationFitness,y,y,y,,y,y,y,,y,y
ns2:movements_common:currentLocationNote,ns2:movements_common,currentLocationNote,y,y,y,,y,y,y,,y,y
ns2:movements_common:frequencyForInventory,ns2:movements_common,frequencyForInventory,y,y,y,,y,y,y,y,y,
ns2:movements_common:inventoryActionRequired,ns2:movements_common,inventoryActionRequired,y,y,y,,y,y,y,y,y,
ns2:movements_common:inventoryContact,ns2:movements_common,inventoryContact,y,y,y,,y,y,y,y,y,
ns2:movements_common:inventoryDate,ns2:movements_common,inventoryDate,y,y,y,,y,y,y,y,y,
ns2:movements_common:inventoryNote,ns2:movements_common,inventoryNote,y,y,y,,y,y,y,y,y,
ns2:movements_common:locationDate,ns2:movements_common,locationDate,y,y,y,y,y,y,y,y,y,y
ns2:movements_common:movementContact,ns2:movements_common,movementContact,y,y,y,y,y,y,y,y,y,y
ns2:movements_common:movementMethod,ns2:movements_common,movementMethod,y,y,y,,y,y,y,,y,y
ns2:movements_common:movementNote,ns2:movements_common,movementNote,y,y,y,y,y,y,y,y,y,y
ns2:movements_common:movementReferenceNumber,ns2:movements_common,movementReferenceNumber,y,y,y,,y,y,y,y,y,y
ns2:movements_common:nextInventoryDate,ns2:movements_common,nextInventoryDate,y,y,y,,y,y,y,y,y,
ns2:movements_common:normalLocation,ns2:movements_common,normalLocation,y,y,y,,y,y,y,y,y,
ns2:movements_common:plannedRemovalDate,ns2:movements_common,plannedRemovalDate,y,y,y,,y,y,y,y,y,y
ns2:movements_common:reasonForMove,ns2:movements_common,reasonForMove,y,y,y,y,y,y,y,y,y,y
ns2:movements_common:removalDate,ns2:movements_common,removalDate,y,y,y,,y,y,y,y,y,y
ns2:movements_lhmc:tempLocAuthorizedBy,ns2:movements_lhmc,tempLocAuthorizedBy,,,,,,,y,,,
ns2:objectexit_common:authorizationDate,ns2:objectexit_common,authorizationDate,y,y,y,,y,,y,y,,y
ns2:objectexit_common:currentOwner,ns2:objectexit_common,currentOwner,y,y,y,y,y,,y,y,,y
ns2:objectexit_common:deaccessionApprovalDate,ns2:objectexit_common,deaccessionApprovalDate,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:deaccessionApprovalGroup,ns2:objectexit_common,deaccessionApprovalGroup,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:deaccessionApprovalIndividual,ns2:objectexit_common,deaccessionApprovalIndividual,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:deaccessionApprovalNote,ns2:objectexit_common,deaccessionApprovalNote,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:deaccessionApprovalStatus,ns2:objectexit_common,deaccessionApprovalStatus,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:deaccessionAuthorizer,ns2:objectexit_common,deaccessionAuthorizer,y,y,y,,y,,y,y,,y
ns2:objectexit_common:deaccessionDate,ns2:objectexit_common,deaccessionDate,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:depositor,ns2:objectexit_common,depositor,y,y,y,y,y,,y,y,,y
ns2:objectexit_common:displosalNewObjectNumber,ns2:objectexit_common,displosalNewObjectNumber,y,y,y,,y,,y,y,,y
ns2:objectexit_common:displosalNote,ns2:objectexit_common,displosalNote,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:displosalProvisos,ns2:objectexit_common,displosalProvisos,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:displosalReason,ns2:objectexit_common,displosalReason,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:displosalValue,ns2:objectexit_common,displosalValue,y,y,y,,y,,y,y,y,
ns2:objectexit_common:disposalCurrency,ns2:objectexit_common,disposalCurrency,y,y,y,,y,,y,y,y,
ns2:objectexit_common:disposalDate,ns2:objectexit_common,disposalDate,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:disposalMethod,ns2:objectexit_common,disposalMethod,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:disposalProposedRecipient,ns2:objectexit_common,disposalProposedRecipient,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:disposalRecipient,ns2:objectexit_common,disposalRecipient,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:exitDateGroup,ns2:objectexit_common,exitDateGroup,y,y,y,y,y,,y,y,y,y
ns2:objectexit_common:exitMethod,ns2:objectexit_common,exitMethod,y,y,y,y,y,,y,y,y,y
ns2:objectexit_common:exitNote,ns2:objectexit_common,exitNote,y,y,y,y,y,,y,y,y,y
ns2:objectexit_common:exitNumber,ns2:objectexit_common,exitNumber,y,y,y,y,y,,y,y,y,y
ns2:objectexit_common:exitQuantity,ns2:objectexit_common,exitQuantity,y,y,y,,y,,y,y,y,
ns2:objectexit_common:exitReason,ns2:objectexit_common,exitReason,y,y,y,y,y,,y,y,y,y
ns2:objectexit_common:groupDisplosalValue,ns2:objectexit_common,groupDisplosalValue,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:groupDisposalCurrency,ns2:objectexit_common,groupDisposalCurrency,y,y,y,,y,,y,y,y,y
ns2:objectexit_common:packingNote,ns2:objectexit_common,packingNote,y,y,y,y,y,,y,y,y,y
ns2:objectexit_naturalhistory_extension:count,ns2:objectexit_naturalhistory_extension,count,,,,y,,,,,,
ns2:organizations_common:additionsToName,ns2:organizations_common,additionsToName,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:contact,ns2:organizations_common,contact,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:contactName,ns2:organizations_common,contactName,y,y,y,y,y,y,y,y,y,
ns2:organizations_common:dissolutionDateGroup,ns2:organizations_common,dissolutionDateGroup,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:foundingDateGroup,ns2:organizations_common,foundingDateGroup,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:foundingPlace,ns2:organizations_common,foundingPlace,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:function,ns2:organizations_common,function,y,y,y,y,y,y,y,y,y,
ns2:organizations_common:group,ns2:organizations_common,group,y,y,y,y,y,y,y,y,y,
ns2:organizations_common:historyNote,ns2:organizations_common,historyNote,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:mainBodyName,ns2:organizations_common,mainBodyName,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:organizationRecordType,ns2:organizations_common,organizationRecordType,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termDisplayName,ns2:organizations_common,termDisplayName,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termFlag,ns2:organizations_common,termFlag,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termLanguage,ns2:organizations_common,termLanguage,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termName,ns2:organizations_common,termName,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termPrefForLang,ns2:organizations_common,termPrefForLang,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termQualifier,ns2:organizations_common,termQualifier,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termSource,ns2:organizations_common,termSource,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termSourceDetail,ns2:organizations_common,termSourceDetail,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termSourceID,ns2:organizations_common,termSourceID,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termSourceNote,ns2:organizations_common,termSourceNote,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termStatus,ns2:organizations_common,termStatus,y,y,y,y,y,y,y,y,y,y
ns2:organizations_common:termType,ns2:organizations_common,termType,y,y,y,y,y,y,y,y,y,y
ns2:organizations_publicart:currentPlace,ns2:organizations_publicart,currentPlace,,,,,,,,,,y
ns2:organizations_publicart:placementType,ns2:organizations_publicart,placementType,,,,,,,,,,y
ns2:organizations_publicart:socialMediaHandle,ns2:organizations_publicart,socialMediaHandle,,,,,,,,,,y
ns2:organizations_publicart:socialMediaHandleType,ns2:organizations_publicart,socialMediaHandleType,,,,,,,,,,y
ns2:osteology_anthropology:cranialDeformationCategory,ns2:osteology_anthropology,cranialDeformationCategory,,y,,,,,,,y,
ns2:osteology_anthropology:cranialDeformationNote,ns2:osteology_anthropology,cranialDeformationNote,,y,,,,,,,y,
ns2:osteology_anthropology:cranialDeformationPresent,ns2:osteology_anthropology,cranialDeformationPresent,,y,,,,,,,y,
ns2:osteology_anthropology:Notes_CranialPathology,ns2:osteology_anthropology,Notes_CranialPathology,,y,,,,,,,y,
ns2:osteology_anthropology:Notes_CulturalModifications,ns2:osteology_anthropology,Notes_CulturalModifications,,y,,,,,,,y,
ns2:osteology_anthropology:Notes_CuratorialSuffixing,ns2:osteology_anthropology,Notes_CuratorialSuffixing,,y,,,,,,,y,
ns2:osteology_anthropology:Notes_DentalPathology,ns2:osteology_anthropology,Notes_DentalPathology,,y,,,,,,,y,
ns2:osteology_anthropology:Notes_NHTaphonomicAlterations,ns2:osteology_anthropology,Notes_NHTaphonomicAlterations,,y,,,,,,,y,
ns2:osteology_anthropology:Notes_PostcranialPathology,ns2:osteology_anthropology,Notes_PostcranialPathology,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationCertainty,ns2:osteology_anthropology,trepanationCertainty,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationDimensionMax,ns2:osteology_anthropology,trepanationDimensionMax,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationDimensionMin,ns2:osteology_anthropology,trepanationDimensionMin,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationGeneralNote,ns2:osteology_anthropology,trepanationGeneralNote,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationHealing,ns2:osteology_anthropology,trepanationHealing,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationLocation,ns2:osteology_anthropology,trepanationLocation,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationNote,ns2:osteology_anthropology,trepanationNote,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationPresent,ns2:osteology_anthropology,trepanationPresent,,y,,,,,,,y,
ns2:osteology_anthropology:trepanationTechnique,ns2:osteology_anthropology,trepanationTechnique,,y,,,,,,,y,
ns2:osteology_common:behrensmeyerSingleLower,ns2:osteology_common,behrensmeyerSingleLower,,y,,,,,,,y,
ns2:osteology_common:behrensmeyerUpper,ns2:osteology_common,behrensmeyerUpper,,y,,,,,,,y,
ns2:osteology_common:completeness,ns2:osteology_common,completeness,,y,,,,,,,y,
ns2:osteology_common:completenessNote,ns2:osteology_common,completenessNote,,y,,,,,,,y,
ns2:osteology_common:dentitionNote,ns2:osteology_common,dentitionNote,,y,,,,,,,y,
ns2:osteology_common:dentitionScore,ns2:osteology_common,dentitionScore,,y,,,,,,,y,
ns2:osteology_common:inventoryAnalyst,ns2:osteology_common,inventoryAnalyst,,y,,,,,,,y,
ns2:osteology_common:inventoryDate,ns2:osteology_common,inventoryDate,,y,,,,,,,y,
ns2:osteology_common:InventoryID,ns2:osteology_common,InventoryID,,y,,,,,,,y,
ns2:osteology_common:InventoryIsComplete,ns2:osteology_common,InventoryIsComplete,,y,,,,,,,y,
ns2:osteology_common:molarsPresent,ns2:osteology_common,molarsPresent,,y,,,,,,,y,
ns2:osteology_common:mortuaryTreatment,ns2:osteology_common,mortuaryTreatment,,y,,,,,,,y,
ns2:osteology_common:mortuaryTreatmentNote,ns2:osteology_common,mortuaryTreatmentNote,,y,,,,,,,y,
ns2:osteology_common:NotesOnElementInventory,ns2:osteology_common,NotesOnElementInventory,,y,,,,,,,y,
ns2:osteology_common:osteoAgeEstimateAnalyst,ns2:osteology_common,osteoAgeEstimateAnalyst,,y,,,,,,,y,
ns2:osteology_common:osteoAgeEstimateDateGroup,ns2:osteology_common,osteoAgeEstimateDateGroup,,y,,,,,,,y,
ns2:osteology_common:osteoAgeEstimateLower,ns2:osteology_common,osteoAgeEstimateLower,,y,,,,,,,y,
ns2:osteology_common:osteoAgeEstimateNote,ns2:osteology_common,osteoAgeEstimateNote,,y,,,,,,,y,
ns2:osteology_common:osteoAgeEstimateUpper,ns2:osteology_common,osteoAgeEstimateUpper,,y,,,,,,,y,
ns2:osteology_common:osteoAgeEstimateVerbatim,ns2:osteology_common,osteoAgeEstimateVerbatim,,y,,,,,,,y,
ns2:osteology_common:pathologyNote,ns2:osteology_common,pathologyNote,,y,,,,,,,y,
ns2:osteology_common:sexDetermination,ns2:osteology_common,sexDetermination,,y,,,,,,,y,
ns2:osteology_common:sexDeterminationAnalyst,ns2:osteology_common,sexDeterminationAnalyst,,y,,,,,,,y,
ns2:osteology_common:sexDeterminationDateGroup,ns2:osteology_common,sexDeterminationDateGroup,,y,,,,,,,y,
ns2:osteology_common:sexDeterminationNote,ns2:osteology_common,sexDeterminationNote,,y,,,,,,,y,
ns2:persons_common:bioNote,ns2:persons_common,bioNote,y,y,y,y,y,y,y,,y,
ns2:persons_common:birthDateGroup,ns2:persons_common,birthDateGroup,y,y,y,y,y,y,y,,y,y
ns2:persons_common:birthPlace,ns2:persons_common,birthPlace,y,y,y,y,y,y,y,,y,y
ns2:persons_common:contact,ns2:persons_common,contact,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:deathDateGroup,ns2:persons_common,deathDateGroup,y,y,y,y,y,y,y,,y,y
ns2:persons_common:deathPlace,ns2:persons_common,deathPlace,y,y,y,y,y,y,y,,y,y
ns2:persons_common:foreName,ns2:persons_common,foreName,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:gender,ns2:persons_common,gender,y,y,y,y,y,y,y,,y,
ns2:persons_common:group,ns2:persons_common,group,y,y,y,y,y,y,y,y,y,
ns2:persons_common:initials,ns2:persons_common,initials,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:middleName,ns2:persons_common,middleName,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:nameAdditions,ns2:persons_common,nameAdditions,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:nameNote,ns2:persons_common,nameNote,y,y,y,y,y,y,y,y,y,
ns2:persons_common:nationality,ns2:persons_common,nationality,y,y,y,y,y,y,y,,y,
ns2:persons_common:occupation,ns2:persons_common,occupation,y,y,y,y,y,y,y,y,y,
ns2:persons_common:personRecordType,ns2:persons_common,personRecordType,,y,,,,,,,y,
ns2:persons_common:salutation,ns2:persons_common,salutation,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:schoolOrStyle,ns2:persons_common,schoolOrStyle,y,y,y,y,y,y,y,,y,
ns2:persons_common:surName,ns2:persons_common,surName,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termDisplayName,ns2:persons_common,termDisplayName,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termFlag,ns2:persons_common,termFlag,y,y,y,y,y,y,y,,y,y
ns2:persons_common:termLanguage,ns2:persons_common,termLanguage,y,y,y,y,y,y,y,,y,y
ns2:persons_common:termName,ns2:persons_common,termName,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termPrefForLang,ns2:persons_common,termPrefForLang,y,y,y,y,y,y,y,,y,y
ns2:persons_common:termQualifier,ns2:persons_common,termQualifier,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termSource,ns2:persons_common,termSource,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termSourceDetail,ns2:persons_common,termSourceDetail,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termSourceID,ns2:persons_common,termSourceID,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termSourceNote,ns2:persons_common,termSourceNote,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termStatus,ns2:persons_common,termStatus,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:termType,ns2:persons_common,termType,y,y,y,y,y,y,y,y,y,y
ns2:persons_common:title,ns2:persons_common,title,y,y,y,y,y,y,y,y,y,y
ns2:persons_lhmc:placeNote,ns2:persons_lhmc,placeNote,,,,,,,y,,,
ns2:persons_lhmc:placeOrResidence,ns2:persons_lhmc,placeOrResidence,,,,,,,y,,,
ns2:persons_lhmc:publicationsPerson,ns2:persons_lhmc,publicationsPerson,,,,,,,y,,,
ns2:persons_lhmc:publicationsPersonNote,ns2:persons_lhmc,publicationsPersonNote,,,,,,,y,,,
ns2:persons_lhmc:relatedPerson,ns2:persons_lhmc,relatedPerson,,,,,,,y,,,
ns2:persons_lhmc:relationshipNote,ns2:persons_lhmc,relationshipNote,,,,,,,y,,,
ns2:persons_lhmc:relationshipType,ns2:persons_lhmc,relationshipType,,,,,,,y,,,
ns2:persons_publicart:organization,ns2:persons_publicart,organization,,,,,,,,,,y
ns2:persons_publicart:socialMediaHandle,ns2:persons_publicart,socialMediaHandle,,,,,,,,,,y
ns2:persons_publicart:socialMediaHandleType,ns2:persons_publicart,socialMediaHandleType,,,,,,,,,,y
ns2:places_common:addressCountry,ns2:places_common,addressCountry,y,y,y,y,y,y,y,y,y,y
ns2:places_common:addressMunicipality,ns2:places_common,addressMunicipality,y,y,y,y,y,y,y,y,y,y
ns2:places_common:addressPlace1,ns2:places_common,addressPlace1,y,y,y,y,y,y,y,y,y,y
ns2:places_common:addressPlace2,ns2:places_common,addressPlace2,y,y,y,y,y,y,y,y,y,y
ns2:places_common:addressPostCode,ns2:places_common,addressPostCode,y,y,y,y,y,y,y,y,y,y
ns2:places_common:addressStateOrProvince,ns2:places_common,addressStateOrProvince,y,y,y,y,y,y,y,y,y,y
ns2:places_common:addressType,ns2:places_common,addressType,y,y,y,y,y,y,y,y,y,y
ns2:places_common:coordPrecision,ns2:places_common,coordPrecision,y,y,y,y,y,y,y,y,y,y
ns2:places_common:coordUncertaintyInMeters,ns2:places_common,coordUncertaintyInMeters,y,y,y,y,y,y,y,y,y,y
ns2:places_common:decimalLatitude,ns2:places_common,decimalLatitude,y,y,y,y,y,y,y,y,y,y
ns2:places_common:decimalLongitude,ns2:places_common,decimalLongitude,y,y,y,y,y,y,y,y,y,y
ns2:places_common:footprintSpatialFit,ns2:places_common,footprintSpatialFit,y,y,y,y,y,y,y,y,y,y
ns2:places_common:footprintSRS,ns2:places_common,footprintSRS,y,y,y,y,y,y,y,y,y,y
ns2:places_common:footprintWKT,ns2:places_common,footprintWKT,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geodeticDatum,ns2:places_common,geodeticDatum,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geoRefDateGroup,ns2:places_common,geoRefDateGroup,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geoReferencedBy,ns2:places_common,geoReferencedBy,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geoRefPlaceName,ns2:places_common,geoRefPlaceName,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geoRefProtocol,ns2:places_common,geoRefProtocol,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geoRefRemarks,ns2:places_common,geoRefRemarks,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geoRefSource,ns2:places_common,geoRefSource,y,y,y,y,y,y,y,y,y,y
ns2:places_common:geoRefVerificationStatus,ns2:places_common,geoRefVerificationStatus,y,y,y,y,y,y,y,y,y,y
ns2:places_common:historicalStatus,ns2:places_common,historicalStatus,y,y,y,y,y,y,y,y,y,y
ns2:places_common:maxDepthInMeters,ns2:places_common,maxDepthInMeters,y,y,y,y,y,y,y,y,y,
ns2:places_common:maxDistanceAboveSurfaceInMeters,ns2:places_common,maxDistanceAboveSurfaceInMeters,y,y,y,y,y,y,y,y,y,
ns2:places_common:maxElevationInMeters,ns2:places_common,maxElevationInMeters,y,y,y,y,y,y,y,y,y,
ns2:places_common:minDepthInMeters,ns2:places_common,minDepthInMeters,y,y,y,y,y,y,y,y,y,
ns2:places_common:minDistanceAboveSurfaceInMeters,ns2:places_common,minDistanceAboveSurfaceInMeters,y,y,y,y,y,y,y,y,y,
ns2:places_common:minElevationInMeters,ns2:places_common,minElevationInMeters,y,y,y,y,y,y,y,y,y,
ns2:places_common:nameAbbrev,ns2:places_common,nameAbbrev,y,y,y,y,y,y,y,y,y,y
ns2:places_common:nameDateGroup,ns2:places_common,nameDateGroup,y,y,y,y,y,y,y,y,y,y
ns2:places_common:nameNote,ns2:places_common,nameNote,y,y,y,y,y,y,y,y,y,y
ns2:places_common:owner,ns2:places_common,owner,y,y,y,y,y,y,y,y,y,
ns2:places_common:ownershipDateGroup,ns2:places_common,ownershipDateGroup,y,y,y,y,y,y,y,y,y,
ns2:places_common:ownershipNote,ns2:places_common,ownershipNote,y,y,y,y,y,y,y,y,y,
ns2:places_common:placeNote,ns2:places_common,placeNote,y,y,y,y,y,y,y,y,y,y
ns2:places_common:placeSource,ns2:places_common,placeSource,y,y,y,y,y,y,y,y,y,
ns2:places_common:placeType,ns2:places_common,placeType,y,y,y,y,y,y,y,y,y,
ns2:places_common:pointRadiusSpatialFit,ns2:places_common,pointRadiusSpatialFit,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termDisplayName,ns2:places_common,termDisplayName,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termFlag,ns2:places_common,termFlag,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termLanguage,ns2:places_common,termLanguage,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termName,ns2:places_common,termName,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termPrefForLang,ns2:places_common,termPrefForLang,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termQualifier,ns2:places_common,termQualifier,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termSource,ns2:places_common,termSource,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termSourceDetail,ns2:places_common,termSourceDetail,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termSourceID,ns2:places_common,termSourceID,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termSourceNote,ns2:places_common,termSourceNote,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termStatus,ns2:places_common,termStatus,y,y,y,y,y,y,y,y,y,y
ns2:places_common:termType,ns2:places_common,termType,y,y,y,y,y,y,y,y,y,y
ns2:places_common:vCoordinates,ns2:places_common,vCoordinates,y,y,y,y,y,y,y,y,y,
ns2:places_common:vCoordSource,ns2:places_common,vCoordSource,y,y,y,y,y,y,y,y,y,
ns2:places_common:vCoordSourceRefId,ns2:places_common,vCoordSourceRefId,y,y,y,y,y,y,y,y,y,
ns2:places_common:vCoordSys,ns2:places_common,vCoordSys,y,y,y,y,y,y,y,y,y,
ns2:places_common:vDepth,ns2:places_common,vDepth,y,y,y,y,y,y,y,y,y,
ns2:places_common:vDistanceAboveSurface,ns2:places_common,vDistanceAboveSurface,y,y,y,y,y,y,y,y,y,
ns2:places_common:vElevation,ns2:places_common,vElevation,y,y,y,y,y,y,y,y,y,
ns2:places_common:vLatitude,ns2:places_common,vLatitude,y,y,y,y,y,y,y,y,y,
ns2:places_common:vLongitude,ns2:places_common,vLongitude,y,y,y,y,y,y,y,y,y,
ns2:places_common:vSpatialReferenceSystem,ns2:places_common,vSpatialReferenceSystem,y,y,y,y,y,y,y,y,y,
ns2:places_common:vUnitofMeasure,ns2:places_common,vUnitofMeasure,y,y,y,y,y,y,y,y,y,
ns2:places_lhmc:placeLength,ns2:places_lhmc,placeLength,,,,,,,y,,,
ns2:places_lhmc:placeWidth,ns2:places_lhmc,placeWidth,,,,,,,y,,,
ns2:places_publicart:owner,ns2:places_publicart,owner,,,,,,,,,,y
ns2:places_publicart:ownershipDateGroup,ns2:places_publicart,ownershipDateGroup,,,,,,,,,,y
ns2:places_publicart:ownershipNote,ns2:places_publicart,ownershipNote,,,,,,,,,,y
ns2:places_publicart:ownerType,ns2:places_publicart,ownerType,,,,,,,,,,y
ns2:places_publicart:placementEnvironment,ns2:places_publicart,placementEnvironment,,,,,,,,,,y
ns2:places_publicart:placementType,ns2:places_publicart,placementType,,,,,,,,,,y
ns2:places_publicart:publicArtPlaceType,ns2:places_publicart,publicArtPlaceType,,,,,,,,,,y
ns2:pottags_common:commonName,ns2:pottags_common,commonName,,,,y,,,,,,
ns2:pottags_common:family,ns2:pottags_common,family,,,,y,,,,,,
ns2:pottags_common:labelData,ns2:pottags_common,labelData,,,,y,,,,,,
ns2:pottags_common:locale,ns2:pottags_common,locale,,,,y,,,,,,
ns2:pottags_common:numberOfLabels,ns2:pottags_common,numberOfLabels,,,,y,,,,,,
ns2:pottags_common:printLabels,ns2:pottags_common,printLabels,,,,y,,,,,,
ns2:pottags_common:taxonName,ns2:pottags_common,taxonName,,,,y,,,,,,
ns2:propagation_common:activityComments,ns2:propagation_common,activityComments,,,,y,,,,,,
ns2:propagation_common:activityConcentration,ns2:propagation_common,activityConcentration,,,,y,,,,,,
ns2:propagation_common:activityDate,ns2:propagation_common,activityDate,,,,y,,,,,,
ns2:propagation_common:activityType,ns2:propagation_common,activityType,,,,y,,,,,,
ns2:propagation_common:chemicalApplied,ns2:propagation_common,chemicalApplied,,,,y,,,,,,
ns2:propagation_common:concentration,ns2:propagation_common,concentration,,,,y,,,,,,
ns2:propagation_common:conditions,ns2:propagation_common,conditions,,,,y,,,,,,
ns2:propagation_common:cuttingType,ns2:propagation_common,cuttingType,,,,y,,,,,,
ns2:propagation_common:duration,ns2:propagation_common,duration,,,,y,,,,,,
ns2:propagation_common:durationUnit,ns2:propagation_common,durationUnit,,,,y,,,,,,
ns2:propagation_common:extraSeeds,ns2:propagation_common,extraSeeds,,,,y,,,,,,
ns2:propagation_common:germinationDate,ns2:propagation_common,germinationDate,,,,y,,,,,,
ns2:propagation_common:hormone,ns2:propagation_common,hormone,,,,y,,,,,,
ns2:propagation_common:medium,ns2:propagation_common,medium,,,,y,,,,,,
ns2:propagation_common:numStarted,ns2:propagation_common,numStarted,,,,y,,,,,,
ns2:propagation_common:nurseryLocation,ns2:propagation_common,nurseryLocation,,,,y,,,,,,
ns2:propagation_common:plantType,ns2:propagation_common,plantType,,,,y,,,,,,
ns2:propagation_common:potSize,ns2:propagation_common,potSize,,,,y,,,,,,
ns2:propagation_common:propComments,ns2:propagation_common,propComments,,,,y,,,,,,
ns2:propagation_common:propCount,ns2:propagation_common,propCount,,,,y,,,,,,
ns2:propagation_common:propDate,ns2:propagation_common,propDate,,,,y,,,,,,
ns2:propagation_common:propNumber,ns2:propagation_common,propNumber,,,,y,,,,,,
ns2:propagation_common:propReason,ns2:propagation_common,propReason,,,,y,,,,,,
ns2:propagation_common:propType,ns2:propagation_common,propType,,,,y,,,,,,
ns2:propagation_common:scarStrat,ns2:propagation_common,scarStrat,,,,y,,,,,,
ns2:propagation_common:spores,ns2:propagation_common,spores,,,,y,,,,,,
ns2:propagation_common:successRate,ns2:propagation_common,successRate,,,,y,,,,,,
ns2:propagation_common:wounded,ns2:propagation_common,wounded,,,,y,,,,,,
