profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.maxDistanceAboveSurface,Locality Information,Distance above surface,Distance above surface max,localityGroupList > localityGroup,maxDistanceAboveSurface,float,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.distanceAboveSurfaceUnit,Locality Information,Distance above surface,Distance above surface unit,localityGroupList > localityGroup,distanceAboveSurfaceUnit,string,n,n,y,option list: distanceAboveSurfaceUnits,"centimeters, fathoms, feet, furlongs, inches, kilometers, meters, miles, rods, uncertain"
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.localityNote,Locality Information,"",Locality note,localityGroupList > localityGroup,localityNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.localitySource,Locality Information,"",Locality source,localityGroupList > localityGroup,localitySource,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.localitySourceDetail,Locality Information,"",Locality source detail,localityGroupList > localityGroup,localitySourceDetail,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.pointRadiusSpatialFit,Locality Information,Georeference Detail,Pt. radius sp. fit,localityGroupList > localityGroup,pointRadiusSpatialFit,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.footprintWKT,Locality Information,Georeference Detail,Footprint WKT,localityGroupList > localityGroup,footprintWKT,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.footprintSRS,Locality Information,Georeference Detail,Footprint SRS,localityGroupList > localityGroup,footprintSRS,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.footprintSpatialFit,Locality Information,Georeference Detail,Footprint sp. fit,localityGroupList > localityGroup,footprintSpatialFit,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.coordPrecision,Locality Information,Georeference Detail,Coord precision,localityGroupList > localityGroup,coordPrecision,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.geoRefencedBy,Locality Information,Georeference Detail,Georeference by,localityGroupList > localityGroup,geoRefencedBy,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.geoRefDateGroup,Locality Information,Georeference Detail,Georeference date,localityGroupList > localityGroup,geoRefDateGroup,structured date group,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.geoRefProtocol,Locality Information,Georeference Detail,Georeference protocol,localityGroupList > localityGroup,geoRefProtocol,string,n,n,y,option list: georefProtocols,"biogeomancer, chapman-wieczorek-2006-guide-best-practices-georeferencing, georeferencing-dummies, manis-herpnet-ornis-georeferencing-guidelines"
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.geoRefSource,Locality Information,Georeference Detail,Georeference source,localityGroupList > localityGroup,geoRefSource,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.geoRefVerificationStatus,Locality Information,Georeference Detail,Georeference verification,localityGroupList > localityGroup,geoRefVerificationStatus,string,n,n,y,option list: georefVerificationStatuses,"unverified, verified-contributor, verified-data-custodian"
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.geoRefRemarks,Locality Information,Georeference Detail,Georeference note,localityGroupList > localityGroup,geoRefRemarks,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ext.locality,ext.locality.geoRefPlaceName,Locality Information,Georeference Detail,Georeference place name,localityGroupList > localityGroup,geoRefPlaceName,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionDateGroup,Field Collection Information,"",Field collection date,"",fieldCollectionDateGroup,structured date group,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollector,Field Collection Information,"",Field collector,fieldCollectors,fieldCollector,string,n,y,n,authority: person/local; authority: organization/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionNumber,Field Collection Information,"",Field collection number,"",fieldCollectionNumber,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_botgarden,ns2:collectionobjects_botgarden,collectionobjects_botgarden.fieldCollectionNumberAssignor,Field Collection Information,"",Field collection number assignor,"",fieldCollectionNumberAssignor,string,n,n,n/a,authority: person/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.vegetationType,Field Collection Information,"",Vegetation type,"",vegetationType,string,n,n,n/a,vocabulary: vegetationtype,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionMethod,Field Collection Information,"",Field collection method,fieldCollectionMethods,fieldCollectionMethod,string,n,y,n,vocabulary: collectionmethod,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionNote,Field Collection Information,"",Habitat information,"",fieldCollectionNote,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.associatedTaxon,Field Collection Information,Associated taxa,Associated taxon name,associatedTaxaGroupList > associatedTaxaGroup,associatedTaxon,string,n,n,y,authority: taxon/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.commonName,Field Collection Information,Associated taxa,Associated taxon common name,associatedTaxaGroupList > associatedTaxaGroup,commonName,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_naturalhistory_extension,ns2:collectionobjects_naturalhistory_extension,collectionobjects_naturalhistory_extension.interaction,Field Collection Information,Associated taxa,Associated taxon interaction,associatedTaxaGroupList > associatedTaxaGroup,interaction,string,n,n,y,vocabulary: assoctaxoninteraction,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.sex,Object Description Information,"",Sex,"",sex,string,n,n,n/a,option list: sexes,"female, male"
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.form,Object Description Information,"",Form,forms,form,string,n,y,n,vocabulary: phaseformtype,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_botgarden,ns2:collectionobjects_botgarden,collectionobjects_botgarden.postToPublic,Object Description Information,"",Post to public,"",postToPublic,string,n,n,n/a,option list: yesNoValues,"no, yes"
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.phase,Object Description Information,"",Phase,"",phase,string,n,n,n/a,vocabulary: botanicalphase,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationType,Object Description Information,Annotation,Annotation type,annotationGroupList > annotationGroup,annotationType,string,n,n,y,vocabulary: annotationtype,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationNote,Object Description Information,Annotation,Annotation note,annotationGroupList > annotationGroup,annotationNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationDate,Object Description Information,Annotation,Annotation date,annotationGroupList > annotationGroup,annotationDate,date,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationAuthor,Object Description Information,Annotation,Annotation author,annotationGroupList > annotationGroup,annotationAuthor,string,n,n,y,authority: person/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowerColor,Object Description Information,Accession Attributes,Flower color,"",flowerColor,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitColor,Object Description Information,Accession Attributes,Fruit color,"",fruitColor,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.securityRisk,Object Description Information,Accession Attributes,Security risk,"",securityRisk,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.propagationHistory,Object Description Information,Accession Attributes,Propagation history,"",propagationHistory,string,n,n,n/a,option list: propagationMethods,"apomictic-cloning, controlled-breeding, derived-asexually, individual-wild-plant, isolated-self-pollinated, open-breeding, sexual-reproduction, unknown, vegetative-reproduction"
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.breedingSystem,Object Description Information,Accession Attributes,Breeding system,"",breedingSystem,string,n,n,n/a,option list: breedingSystems,"agamospermy, both, dioecious-and-unknown-sex, female, male, monoecious-and-self-compatible, monoecious-and-self-incompatible, unknown"
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.classUse,Object Description Information,Accession Attributes,Class use,"",classUse,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.researchUse,Object Description Information,Accession Attributes,Research use,"",researchUse,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.distribution,Object Description Information,Accession Attributes,Distribution,"",distribution,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.ignoreRedDot,Object Description Information,Accession Attributes,Ignore red dot,"",ignoreRedDot,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fragrance,Object Description Information,Accession Attributes,Fragrance,"",fragrance,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersJan,Object Description Information,Accession Attributes > Flowers,Flowers Jan,"",flowersJan,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersFeb,Object Description Information,Accession Attributes > Flowers,Flowers Feb,"",flowersFeb,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersMar,Object Description Information,Accession Attributes > Flowers,Flowers Mar,"",flowersMar,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersApr,Object Description Information,Accession Attributes > Flowers,Flowers Apr,"",flowersApr,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersMay,Object Description Information,Accession Attributes > Flowers,Flowers May,"",flowersMay,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersJun,Object Description Information,Accession Attributes > Flowers,Flowers Jun,"",flowersJun,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersJul,Object Description Information,Accession Attributes > Flowers,Flowers Jul,"",flowersJul,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersAug,Object Description Information,Accession Attributes > Flowers,Flowers Aug,"",flowersAug,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersSep,Object Description Information,Accession Attributes > Flowers,Flowers Sep,"",flowersSep,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersOct,Object Description Information,Accession Attributes > Flowers,Flowers Oct,"",flowersOct,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersNov,Object Description Information,Accession Attributes > Flowers,Flowers Nov,"",flowersNov,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.flowersDec,Object Description Information,Accession Attributes > Flowers,Flowers Dec,"",flowersDec,string,n,n,n/a,vocabulary: floweringstatus,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsJan,Object Description Information,Accession Attributes > Fruits,Fruits Jan,"",fruitsJan,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsFeb,Object Description Information,Accession Attributes > Fruits,Fruits Feb,"",fruitsFeb,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsMar,Object Description Information,Accession Attributes > Fruits,Fruits Mar,"",fruitsMar,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsApr,Object Description Information,Accession Attributes > Fruits,Fruits Apr,"",fruitsApr,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsMay,Object Description Information,Accession Attributes > Fruits,Fruits May,"",fruitsMay,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsJun,Object Description Information,Accession Attributes > Fruits,Fruits Jun,"",fruitsJun,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsJul,Object Description Information,Accession Attributes > Fruits,Fruits Jul,"",fruitsJul,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsAug,Object Description Information,Accession Attributes > Fruits,Fruits Aug,"",fruitsAug,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsSep,Object Description Information,Accession Attributes > Fruits,Fruits Sep,"",fruitsSep,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsOct,Object Description Information,Accession Attributes > Fruits,Fruits Oct,"",fruitsOct,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsNov,Object Description Information,Accession Attributes > Fruits,Fruits Nov,"",fruitsNov,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionattributes,ext.accessionattributes,ext.accessionattributes.fruitsDec,Object Description Information,Accession Attributes > Fruits,Fruits Dec,"",fruitsDec,boolean,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUseType,Accession Use Information,"",Accession use type,accessionUseGroupList > accessionUseGroup,accessionUseType,string,n,n,y,vocabulary: accessionusetype,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUsedIn,Accession Use Information,"",Accession used in,accessionUseGroupList > accessionUseGroup,accessionUsedIn,string,n,n,y,authority: concept/class; authority: concept/research,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUseRequestDate,Accession Use Information,"",Accession use request date,accessionUseGroupList > accessionUseGroup,accessionUseRequestDate,date,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUseFilledDate,Accession Use Information,"",Accession use filled date,accessionUseGroupList > accessionUseGroup,accessionUseFilledDate,date,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUserMaterialType,Accession Use Information,"",Accession use material type,accessionUseGroupList > accessionUseGroup,accessionUserMaterialType,string,n,n,y,vocabulary: materialtype,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUseNotes,Accession Use Information,"",Accession use note,accessionUseGroupList > accessionUseGroup,accessionUseNotes,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivity,Object History and Association Information,Associations > Associated activity,Associated activity,assocActivityGroupList > assocActivityGroup,assocActivity,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityType,Object History and Association Information,Associations > Associated activity,Associated activity type,assocActivityGroupList > assocActivityGroup,assocActivityType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityNote,Object History and Association Information,Associations > Associated activity,Associated activity note,assocActivityGroupList > assocActivityGroup,assocActivityNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObject,Object History and Association Information,Associations > Associated object,Associated object,assocObjectGroupList > assocObjectGroup,assocObject,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectType,Object History and Association Information,Associations > Associated object,Associated object type,assocObjectGroupList > assocObjectGroup,assocObjectType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectNote,Object History and Association Information,Associations > Associated object,Associated object note,assocObjectGroupList > assocObjectGroup,assocObjectNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConcept,Object History and Association Information,Associations > Associated concept,Associated concept,assocConceptGroupList > assocConceptGroup,assocConcept,string,n,n,y,authority: concept/associated,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptType,Object History and Association Information,Associations > Associated concept,Associated concept type,assocConceptGroupList > assocConceptGroup,assocConceptType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptNote,Object History and Association Information,Associations > Associated concept,Associated concept note,assocConceptGroupList > assocConceptGroup,assocConceptNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContext,Object History and Association Information,Associations > Associated cultural affinity,Associated cultural affinity,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContext,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextType,Object History and Association Information,Associations > Associated cultural affinity,Associated cultural affinity type,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextNote,Object History and Association Information,Associations > Associated cultural affinity,Associated cultural affinity note,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganization,Object History and Association Information,Associations > Associated organization,Associated organization,assocOrganizationGroupList > assocOrganizationGroup,assocOrganization,string,n,n,y,authority: organization/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationType,Object History and Association Information,Associations > Associated organization,Associated organization type,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationNote,Object History and Association Information,Associations > Associated organization,Associated organization note,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeople,Object History and Association Information,Associations > Associated people,Associated people,assocPeopleGroupList > assocPeopleGroup,assocPeople,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeopleType,Object History and Association Information,Associations > Associated people,Associated people type,assocPeopleGroupList > assocPeopleGroup,assocPeopleType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeopleNote,Object History and Association Information,Associations > Associated people,Associated people note,assocPeopleGroupList > assocPeopleGroup,assocPeopleNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPerson,Object History and Association Information,Associations > Associated person,Associated person,assocPersonGroupList > assocPersonGroup,assocPerson,string,n,n,y,authority: person/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonType,Object History and Association Information,Associations > Associated person,Associated person type,assocPersonGroupList > assocPersonGroup,assocPersonType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonNote,Object History and Association Information,Associations > Associated person,Associated person note,assocPersonGroupList > assocPersonGroup,assocPersonNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlace,Object History and Association Information,Associations > Associated place,Associated place,assocPlaceGroupList > assocPlaceGroup,assocPlace,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceType,Object History and Association Information,Associations > Associated place,Associated place type,assocPlaceGroupList > assocPlaceGroup,assocPlaceType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceNote,Object History and Association Information,Associations > Associated place,Associated place note,assocPlaceGroupList > assocPlaceGroup,assocPlaceNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventName,Object History and Association Information,Associations > Associated event,Associated event,"",assocEventName,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNameType,Object History and Association Information,Associations > Associated event,Associated event type,"",assocEventNameType,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventOrganization,Object History and Association Information,Associations,Associated event organization,assocEventOrganizations,assocEventOrganization,string,n,y,n,authority: organization/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPeople,Object History and Association Information,Associations,Associated event people,assocEventPeoples,assocEventPeople,string,n,y,n,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPerson,Object History and Association Information,Associations,Associated event person,assocEventPersons,assocEventPerson,string,n,y,n,authority: person/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPlace,Object History and Association Information,Associations,Associated event place,assocEventPlaces,assocEventPlace,string,n,y,n,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNote,Object History and Association Information,Associations,Associated event note,"",assocEventNote,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocStructuredDateGroup,Object History and Association Information,Associations > Associated date,Associated date value,assocDateGroupList > assocDateGroup,assocStructuredDateGroup,structured date group,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateType,Object History and Association Information,Associations > Associated date,Associated date type,assocDateGroupList > assocDateGroup,assocDateType,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateNote,Object History and Association Information,Associations > Associated date,Associated date note,assocDateGroupList > assocDateGroup,assocDateNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectHistoryNote,Object History and Association Information,"",Object history note,"",objectHistoryNote,string,n,n,n/a,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usage,Object History and Association Information,Usage,Usage,usageGroupList > usageGroup,usage,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usageNote,Object History and Association Information,Usage,Usage note,usageGroupList > usageGroup,usageNote,string,n,n,y,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.owner,Object History and Association Information,Object Owner's Contribution Information,Owner,owners,owner,string,n,y,n,authority: person/local; authority: organization/local,""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipDateGroup,Object History and Association Information,"",Ownership date,ownershipDateGroupList,ownershipDateGroup,structured date group,n,y,n,"",""
botgarden_2_0_1,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipAccess,Object History and Association Information,"",Ownership access,"",ownershipAccess,string,n,n,n/a,option list: ownershipAccessLevels,"limited, open, restricted"
