profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Organization Information,Contact person > Contact date,Earliest/single year,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleYear,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Organization Information,Contact person > Contact date,Earliest/single month,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleMonth,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Organization Information,Contact person > Contact date,Earliest/single day,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleDay,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Organization Information,Contact person > Contact date,Earliest/single era,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleEra,string,n,n,as part of larger repeating group,vocabulary: dateera,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Organization Information,Contact person > Contact date,Earliest/single certainty,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Organization Information,Contact person > Contact date,Earliest/single qualifier,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Organization Information,Contact person > Contact date,Earliest/single qualifier value,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleQualifierValue,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Organization Information,Contact person > Contact date,Earliest/single qualifier unit,contactGroupList > contactGroup > contactDateGroup,dateEarliestSingleQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Organization Information,Contact person > Contact date,Latest year,contactGroupList > contactGroup > contactDateGroup,dateLatestYear,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Organization Information,Contact person > Contact date,Latest month,contactGroupList > contactGroup > contactDateGroup,dateLatestMonth,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Organization Information,Contact person > Contact date,Latest day,contactGroupList > contactGroup > contactDateGroup,dateLatestDay,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Organization Information,Contact person > Contact date,Latest era,contactGroupList > contactGroup > contactDateGroup,dateLatestEra,string,n,n,as part of larger repeating group,vocabulary: dateera,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Organization Information,Contact person > Contact date,Latest certainty,contactGroupList > contactGroup > contactDateGroup,dateLatestCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Organization Information,Contact person > Contact date,Latest qualifier,contactGroupList > contactGroup > contactDateGroup,dateLatestQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Organization Information,Contact person > Contact date,Latest qualifier value,contactGroupList > contactGroup > contactDateGroup,dateLatestQualifierValue,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Organization Information,Contact person > Contact date,Latest qualifier unit,contactGroupList > contactGroup > contactDateGroup,dateLatestQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Organization Information,Contact person > Contact date,Earliest represented date,contactGroupList > contactGroup > contactDateGroup,dateEarliestScalarValue,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Organization Information,Contact person > Contact date,Latest represented date,contactGroupList > contactGroup > contactDateGroup,dateLatestScalarValue,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Organization Information,Contact person > Contact date,Represented dates computed,contactGroupList > contactGroup > contactDateGroup,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Organization Information,Contact person > Contact end date,Display date,contactGroupList > contactGroup > contactEndDateGroup,dateDisplayDate,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.datePeriod,Organization Information,Contact person > Contact end date,Period,contactGroupList > contactGroup > contactEndDateGroup,datePeriod,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateAssociation,Organization Information,Contact person > Contact end date,Association,contactGroupList > contactGroup > contactEndDateGroup,dateAssociation,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateNote,Organization Information,Contact person > Contact end date,Note,contactGroupList > contactGroup > contactEndDateGroup,dateNote,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Organization Information,Contact person > Contact end date,Earliest/single year,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleYear,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Organization Information,Contact person > Contact end date,Earliest/single month,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleMonth,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Organization Information,Contact person > Contact end date,Earliest/single day,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleDay,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Organization Information,Contact person > Contact end date,Earliest/single era,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleEra,string,n,n,as part of larger repeating group,vocabulary: dateera,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Organization Information,Contact person > Contact end date,Earliest/single certainty,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Organization Information,Contact person > Contact end date,Earliest/single qualifier,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Organization Information,Contact person > Contact end date,Earliest/single qualifier value,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleQualifierValue,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Organization Information,Contact person > Contact end date,Earliest/single qualifier unit,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestSingleQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Organization Information,Contact person > Contact end date,Latest year,contactGroupList > contactGroup > contactEndDateGroup,dateLatestYear,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Organization Information,Contact person > Contact end date,Latest month,contactGroupList > contactGroup > contactEndDateGroup,dateLatestMonth,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Organization Information,Contact person > Contact end date,Latest day,contactGroupList > contactGroup > contactEndDateGroup,dateLatestDay,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Organization Information,Contact person > Contact end date,Latest era,contactGroupList > contactGroup > contactEndDateGroup,dateLatestEra,string,n,n,as part of larger repeating group,vocabulary: dateera,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Organization Information,Contact person > Contact end date,Latest certainty,contactGroupList > contactGroup > contactEndDateGroup,dateLatestCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Organization Information,Contact person > Contact end date,Latest qualifier,contactGroupList > contactGroup > contactEndDateGroup,dateLatestQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Organization Information,Contact person > Contact end date,Latest qualifier value,contactGroupList > contactGroup > contactEndDateGroup,dateLatestQualifierValue,integer,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Organization Information,Contact person > Contact end date,Latest qualifier unit,contactGroupList > contactGroup > contactEndDateGroup,dateLatestQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,"",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Organization Information,Contact person > Contact end date,Earliest represented date,contactGroupList > contactGroup > contactEndDateGroup,dateEarliestScalarValue,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Organization Information,Contact person > Contact end date,Latest represented date,contactGroupList > contactGroup > contactEndDateGroup,dateLatestScalarValue,string,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,organization,ns2:organizations_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Organization Information,Contact person > Contact end date,Represented dates computed,contactGroupList > contactGroup > contactEndDateGroup,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.collectionType,Use of Collections Information,"",Collection type,collectionTypeList,collectionType,string,n,y,n,vocabulary: uoccollectiontypes,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.projectId,Use of Collections Information,"",Project ID,"",projectId,string,n,n,n/a,vocabulary: uocprojectid,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.subcollection,Use of Collections Information,"",Subcollection,"",subcollection,string,n,n,n/a,vocabulary: uocsubcollections,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.materialType,Use of Collections Information,"",Material type,materialTypeList,materialType,string,n,y,n,vocabulary: uocmaterialtypes,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.userUocRole,Use of Collections Information,User,User role,userGroupList > userGroup,userUocRole,string,n,n,y,vocabulary: uocuserroles,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.userInstitution,Use of Collections Information,User,User institution,userGroupList > userGroup,userInstitution,string,n,n,y,authority: organization/local,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.userInstitutionRole,Use of Collections Information,User,User institution role,userGroupList > userGroup,userInstitutionRole,string,n,n,y,vocabulary: uocusertypes,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.dateRequested,Use of Collections Information,"",Date requested,"",dateRequested,date,n,n,n/a,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.dateCompleted,Use of Collections Information,"",Date completed,"",dateCompleted,date,n,n,n/a,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.occasion,Use of Collections Information,"",Occasion,occasionList,occasion,string,n,y,n,authority: concept/occasion,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.projectDescription,Use of Collections Information,"",Project description,"",projectDescription,string,n,n,n/a,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.authorizedBy,Use of Collections Information,Authorization,Authorized by,authorizationGroupList > authorizationGroup,authorizedBy,string,n,n,y,authority: person/local; authority: organization/local,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.authorizationDate,Use of Collections Information,Authorization,Authorization date,authorizationGroupList > authorizationGroup,authorizationDate,date,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.authorizationStatus,Use of Collections Information,Authorization,Authorization status,authorizationGroupList > authorizationGroup,authorizationStatus,string,n,n,y,vocabulary: uocauthorizationstatuses,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.authorizationNote,Use of Collections Information,Authorization,Authorization note,authorizationGroupList > authorizationGroup,authorizationNote,string,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDate,Use of Collections Information,Start/ongoing date,Start/ongoing date,useDateGroupList > useDateGroup,useDate,date,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateTimeNote,Use of Collections Information,Start/ongoing date,Start/ongoing date time note,useDateGroupList > useDateGroup,useDateTimeNote,string,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateNumberOfVisitors,Use of Collections Information,Start/ongoing date,Start/ongoing date no. of visitors,useDateGroupList > useDateGroup,useDateNumberOfVisitors,integer,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateHoursSpent,Use of Collections Information,Start/ongoing date,field.uoc_common.useDateHoursSpent,useDateGroupList > useDateGroup,useDateHoursSpent,float,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateVisitorNote,Use of Collections Information,Start/ongoing date,Start/ongoing date visitor note,useDateGroupList > useDateGroup,useDateVisitorNote,string,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.staffName,Use of Collections Information,Staff,Staff name,staffGroupList > staffGroup,staffName,string,n,n,y,authority: person/local; authority: organization/local,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.staffRole,Use of Collections Information,Staff,Staff role,staffGroupList > staffGroup,staffRole,string,n,n,y,vocabulary: uocstaffroles,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.staffHours,Use of Collections Information,Staff,Staff hours spent,staffGroupList > staffGroup,staffHours,float,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.staffNote,Use of Collections Information,Staff,Staff note,staffGroupList > staffGroup,staffNote,string,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.location,Use of Collections Information,"",Location,locationList,location,string,n,y,n,authority: organization/local; authority: place/local; authority: location/local,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feeCurrency,Use of Collections Information,Fee charged,Fee currency,feeGroupList > feeGroup,feeCurrency,string,n,n,y,vocabulary: currency,"",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feeValue,Use of Collections Information,Fee charged,Fee value,feeGroupList > feeGroup,feeValue,float,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feePaid,Use of Collections Information,Fee charged,Fee paid,feeGroupList > feeGroup,feePaid,boolean,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.feeNote,Use of Collections Information,Fee charged,Fee note,feeGroupList > feeGroup,feeNote,string,n,n,y,"","",not in anthro_2_1_2
anthro_4_0_0,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.obligationsFulfilled,Use of Collections Information,"",Obligations fulfilled,"",obligationsFulfilled,boolean,n,n,n/a,"","",not in anthro_2_1_2
anthro_2_1_2,collectionobject,ns2:collectionobjects_nagpra,ns2:collectionobjects_nagpra,collectionobjects_nagpra.nagpraCulturalDetermination,Repatriation and NAGPRA Compliance Information,"",NAGPRA cultural determination,nagpraCulturalDeterminations,nagpraCulturalDetermination,string,n,y,n,"","",not in anthro_4_0_0
anthro_2_1_2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.currentOwner,Object Entry Information,"",Current owner,"",currentOwner,string,n,n,n/a,authority: person/local; authority: organization/local,"",not in anthro_4_0_0
anthro_2_1_2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositor,Object Entry Information,Depositor,Depositor name,"",depositor,string,n,n,n/a,authority: person/local; authority: organization/local,"",not in anthro_4_0_0
anthro_2_1_2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositorsRequirements,Object Entry Information,Depositor,Requirements,"",depositorsRequirements,string,n,n,n/a,"","",not in anthro_4_0_0
anthro_2_1_2,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.contactName,Organization Information,"",Contact name,contactNames,contactName,string,n,y,n,authority: person/local,"",not in anthro_4_0_0
anthro_2_1_2,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.authorizedBy,Use of Collections Information,Authorization,Authorized by,"",authorizedBy,string,n,n,n/a,authority: person/local,"",not in anthro_4_0_0
anthro_2_1_2,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.authorizationDate,Use of Collections Information,Authorization,Date,"",authorizationDate,date,n,n,n/a,"","",not in anthro_4_0_0
anthro_2_1_2,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.authorizationNote,Use of Collections Information,Authorization,Authorization note,"",authorizationNote,string,n,n,n/a,"","",not in anthro_4_0_0
anthro_2_1_2,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.startSingleDate,Use of Collections Information,"",Start/single date,"",startSingleDate,date,n,n,n/a,"","",not in anthro_4_0_0
anthro_2_1_2,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.userType,Use of Collections Information,User,User type,userGroupList > userGroup,userType,string,n,n,y,vocabulary: uocusertypes,"",not in anthro_4_0_0
anthro_2_1_2,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.location,Use of Collections Information,"",Location,"",location,string,n,n,n/a,authority: organization/local; authority: place/local; authority: location/local,"",not in anthro_4_0_0
anthro_2_1_2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Accession date,Earliest/Single qualifier,accessionDateGroup,dateEarliestSingleQualifier,string,n,n,n,"","",source differences
anthro_4_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Accession date,Earliest/single qualifier,accessionDateGroup,dateEarliestSingleQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -",source differences
anthro_2_1_2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Accession date,Latest qualifier,accessionDateGroup,dateLatestQualifier,string,n,n,n,"","",source differences
anthro_4_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Accession date,Latest qualifier,accessionDateGroup,dateLatestQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -",source differences
anthro_2_1_2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Acquisition date,Earliest/Single qualifier,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifier,string,n,n,y,"","",source differences
anthro_4_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Acquisition date,Earliest/single qualifier,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifier,string,n,n,y,option list: dateQualifiers,", +, +/-, -",source differences
anthro_2_1_2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Acquisition date,Latest qualifier,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifier,string,n,n,y,"","",source differences
anthro_4_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Acquisition date,Latest qualifier,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifier,string,n,n,y,option list: dateQualifiers,", +, +/-, -",source differences
