profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ageUnit,Object Description Information,Age,Age unit,"",ageUnit,string,n,n,n/a,option list: ageUnits,"days, months, weeks, years",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.style,Object Description Information,"",Style,styles,style,string,n,y,n,"","",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectComponentName,Object Description Information,Object component,Object component name,objectComponentGroupList > objectComponentGroup,objectComponentName,string,n,n,y,option list: objectComponentNames,"blade, buttonhole, handle, sleeve",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectComponentInformation,Object Description Information,Object component,Object component information,objectComponentGroupList > objectComponentGroup,objectComponentInformation,string,n,n,y,"","",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeople,Object Production Information,Production people,Production people,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeople,string,n,n,y,"","",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeopleRole,Object Production Information,Production people,Production people role,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeopleRole,string,n,n,y,"","",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipAccess,Object History and Association Information,"",Ownership access,"",ownershipAccess,string,n,n,n/a,option list: ownershipAccessLevels,"limited, open, restricted",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionNumber,Object Collection Information,"",Field collection number,"",fieldCollectionNumber,string,n,n,n/a,"","",not in bonsai_5-0-0
core_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldColEventName,Object Collection Information,"",Field collection event name,fieldColEventNames,fieldColEventName,string,n,y,n,"","",not in bonsai_5-0-0
core_7-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckMethod,Condition Check/Technical Assessment Information,"",Method,"",conditionCheckMethod,string,n,n,n/a,option list: conditionCheckMethods,"observed, xrayed",not in bonsai_5-0-0
core_7-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckReason,Condition Check/Technical Assessment Information,"",Reason,"",conditionCheckReason,string,n,n,n/a,option list: conditionCheckReasons,"conservation, damagedintransit, exhibition, loanin, newacquisition",not in bonsai_5-0-0
