"Before importing CSV, delete initial column and rows above the CSVHEADER row","","","","","","","","","","","","","","","","","","","",""
REQUIRED,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
DATA TYPE,string,date,string,boolean,boolean,boolean,boolean,boolean,string,string,string,string,string,string,string,integer,string,string,boolean,string
REPEATABLE FIELD?,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
IN REPEATING FIELD GROUP?,n,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSVHEADER,collector,loanOutDate,loanOutNumber,sterile,fertile,flowering,fruiting,inSpore,hortWild,gardenLocation,loanPurpose,loanOutNote,fieldCollectionNote,annotation,borrower,numLent,sheetAccessionNumber,lendersAuthorizer,reviewComplete,labelRequested
