profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Acquisition Information,Accession date,Earliest/single era,accessionDateGroup,dateEarliestSingleEra,string,n,n,n,vocabulary: dateera,""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Acquisition Information,Accession date,Earliest/single era,accessionDateGroup,dateEarliestSingleEra,string,n,n,n,vocabulary: dateera,""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Acquisition Information,Accession date,Earliest/single certainty,accessionDateGroup,dateEarliestSingleCertainty,string,n,n,n,vocabulary: datecertainty,""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Acquisition Information,Accession date,Earliest/single certainty,accessionDateGroup,dateEarliestSingleCertainty,string,n,n,n,vocabulary: datecertainty,""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Accession date,Earliest/single qualifier,accessionDateGroup,dateEarliestSingleQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -"
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Accession date,Earliest/single qualifier,accessionDateGroup,dateEarliestSingleQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -"
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Acquisition Information,Accession date,Earliest/single qualifier value,accessionDateGroup,dateEarliestSingleQualifierValue,integer,n,n,n,"",""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Acquisition Information,Accession date,Earliest/single qualifier value,accessionDateGroup,dateEarliestSingleQualifierValue,integer,n,n,n,"",""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Acquisition Information,Accession date,Earliest/single qualifier unit,accessionDateGroup,dateEarliestSingleQualifierUnit,string,n,n,n,vocabulary: datequalifier,""
fcart_3_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Acquisition Information,Accession date,Earliest/single qualifier unit,accessionDateGroup,dateEarliestSingleQualifierUnit,string,n,n,n,vocabulary: datequalifier,""
fcart_2_0_0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Acquisition Information,Accession date,Latest year,accessionDateGroup,dateLatestYear,integer,n,n,n,"",""
